,condition,elevation,humidity,latitude,location,longitude,pressure,temperature,time
929,Sunny,27.07,0.59,-33.87,Sydney,151.21,1010.8,18.32,1474614000
930,Rain,27.07,0.65,-33.87,Sydney,151.21,1011.49,17.41,1474617600
931,Sunny,27.07,0.69,-33.87,Sydney,151.21,1012.1,16.31,1474621200
932,Sunny,27.07,0.69,-33.87,Sydney,151.21,1012.3,16.45,1474624800
933,Rain,27.07,0.69,-33.87,Sydney,151.21,1012.33,16.02,1474628400
934,Sunny,27.07,0.82,-33.87,Sydney,151.21,1012.34,14.41,1474632000
935,Sunny,27.07,0.75,-33.87,Sydney,151.21,1012.16,15.34,1474635600
936,Sunny,27.07,0.5,-33.87,Sydney,151.21,999.77,13.58,1475157600
937,Rain,27.07,0.49,-33.87,Sydney,151.21,1000.26,12.58,1475161200
938,Sunny,27.07,0.49,-33.87,Sydney,151.21,998.76,12.84,1475164800
939,Sunny,27.07,0.46,-33.87,Sydney,151.21,998.23,12.99,1475168400
940,Sunny,27.07,0.47,-33.87,Sydney,151.21,999.06,12.18,1475172000
941,Sunny,27.07,0.49,-33.87,Sydney,151.21,998.17,12.35,1475175600
942,Sunny,27.07,0.5,-33.87,Sydney,151.21,998.64,12.52,1475179200
943,Rain,27.07,0.44,-33.87,Sydney,151.21,1000.06,14.9,1475182800
944,Sunny,27.07,0.44,-33.87,Sydney,151.21,999.41,15.21,1475186400
945,Rain,27.07,0.42,-33.87,Sydney,151.21,999.28,16.03,1475190000
946,Sunny,27.07,0.38,-33.87,Sydney,151.21,999.58,17.5,1475193600
947,Sunny,27.07,0.4,-33.87,Sydney,151.21,998.67,18.03,1475197200
948,Rain,27.07,0.4,-33.87,Sydney,151.21,998.85,17.7,1475200800
949,Rain,27.07,0.42,-33.87,Sydney,151.21,999.52,16.51,1475204400
950,Sunny,27.07,0.45,-33.87,Sydney,151.21,998.6,16.01,1475208000
951,Rain,27.07,0.42,-33.87,Sydney,151.21,998.64,16.67,1475211600
952,Rain,27.07,0.43,-33.87,Sydney,151.21,999.26,15.48,1475215200
953,Sunny,27.07,0.47,-33.87,Sydney,151.21,999.63,14.92,1475218800
954,Rain,27.07,0.52,-33.87,Sydney,151.21,1000.36,14.14,1475222400
955,Sunny,27.07,0.5,-33.87,Sydney,151.21,1002.02,14.07,1475226000
956,Sunny,27.07,0.54,-33.87,Sydney,151.21,1001.98,13.94,1475229600
957,Rain,27.07,0.53,-33.87,Sydney,151.21,1002.09,13.53,1475233200
958,Sunny,27.07,0.51,-33.87,Sydney,151.21,1003.44,13.42,1475236800
959,Sunny,27.07,0.58,-33.87,Sydney,151.21,1002.26,12.78,1475240400
960,Sunny,27.07,0.53,-33.87,Sydney,151.21,1021.08,18.07,1475758800
961,Sunny,27.07,0.56,-33.87,Sydney,151.21,1020.73,16.92,1475762400
962,Sunny,27.07,0.6,-33.87,Sydney,151.21,1020.68,15.46,1475766000
963,Sunny,27.07,0.61,-33.87,Sydney,151.21,1019.98,15.64,1475769600
964,Sunny,27.07,0.64,-33.87,Sydney,151.21,1019.67,15.07,1475773200
965,Sunny,27.07,0.64,-33.87,Sydney,151.21,1020.64,14.47,1475776800
966,Rain,27.07,0.69,-33.87,Sydney,151.21,1020.63,14.28,1475780400
967,Sunny,27.07,0.68,-33.87,Sydney,151.21,1021.15,14.96,1475784000
968,Sunny,27.07,0.49,-33.87,Sydney,151.21,1021.58,19.91,1475787600
969,Rain,27.07,0.45,-33.87,Sydney,151.21,1021.16,21.99,1475791200
970,Sunny,27.07,0.37,-33.87,Sydney,151.21,1020.77,24.04,1475794800
971,Sunny,27.07,0.26,-33.87,Sydney,151.21,1020.44,26.33,1475798400
972,Rain,27.07,0.25,-33.87,Sydney,151.21,1018.73,27.77,1475802000
973,Sunny,27.07,0.21,-33.87,Sydney,151.21,1017.59,28.93,1475805600
974,Sunny,27.07,0.2,-33.87,Sydney,151.21,1017.2,29.51,1475809200
975,Rain,27.07,0.19,-33.87,Sydney,151.21,1015.81,30.11,1475812800
976,Sunny,27.07,0.19,-33.87,Sydney,151.21,1015.31,29.14,1475816400
977,Sunny,27.07,0.31,-33.87,Sydney,151.21,1015.86,25.89,1475820000
978,Rain,27.07,0.22,-33.87,Sydney,151.21,1015.89,27.5,1475823600
979,Sunny,27.07,0.27,-33.87,Sydney,151.21,1016.4,25.38,1475827200
980,Sunny,27.07,0.32,-33.87,Sydney,151.21,1017.58,24.17,1475830800
981,Rain,27.07,0.31,-33.87,Sydney,151.21,1017.53,23.33,1475834400
982,Sunny,27.07,0.32,-33.87,Sydney,151.21,1017.54,22.88,1475838000
983,Sunny,27.07,0.37,-33.87,Sydney,151.21,1017.82,21.51,1475841600
984,Sunny,27.07,0.64,-33.87,Sydney,151.21,1025.08,10.83,1476363600
985,Sunny,27.07,0.65,-33.87,Sydney,151.21,1024.89,10.21,1476367200
986,Sunny,27.07,0.67,-33.87,Sydney,151.21,1023.94,9.01,1476370800
987,Sunny,27.07,0.7,-33.87,Sydney,151.21,1024.16,8.8,1476374400
988,Sunny,27.07,0.72,-33.87,Sydney,151.21,1023.91,8.44,1476378000
989,Sunny,27.07,0.75,-33.87,Sydney,151.21,1023.52,7.78,1476381600
990,Sunny,27.07,0.72,-33.87,Sydney,151.21,1024.28,8.38,1476385200
991,Sunny,27.07,0.72,-33.87,Sydney,151.21,1024.89,9.16,1476388800
992,Sunny,27.07,0.57,-33.87,Sydney,151.21,1025.08,13.51,1476392400
993,Sunny,27.07,0.55,-33.87,Sydney,151.21,1025.82,14.77,1476396000
994,Sunny,27.07,0.49,-33.87,Sydney,151.21,1025.82,17.16,1476399600
995,Sunny,27.07,0.46,-33.87,Sydney,151.21,1025.3,17.89,1476403200
996,Rain,27.07,0.37,-33.87,Sydney,151.21,1024.82,18.94,1476406800
997,Sunny,27.07,0.35,-33.87,Sydney,151.21,1024.23,19.5,1476410400
998,Sunny,27.07,0.37,-33.87,Sydney,151.21,1023.26,19.13,1476414000
999,Rain,27.07,0.36,-33.87,Sydney,151.21,1022.95,19.79,1476417600
1000,Sunny,27.07,0.35,-33.87,Sydney,151.21,1022.45,19.54,1476421200
1001,Sunny,27.07,0.43,-33.87,Sydney,151.21,1021.92,18.53,1476424800
1002,Sunny,27.07,0.47,-33.87,Sydney,151.21,1022.5,18.04,1476428400
1003,Sunny,27.07,0.53,-33.87,Sydney,151.21,1022.82,17.06,1476432000
1004,Sunny,27.07,0.55,-33.87,Sydney,151.21,1022.82,16.09,1476435600
1005,Sunny,27.07,0.58,-33.87,Sydney,151.21,1023.61,15.94,1476439200
1006,Sunny,27.07,0.64,-33.87,Sydney,151.21,1023.83,14.32,1476442800
1007,Sunny,27.07,0.64,-33.87,Sydney,151.21,1023.58,14.57,1476446400
1008,Rain,27.07,0.71,-33.87,Sydney,151.21,1021.7,16.99,1476968400
1009,Sunny,27.07,0.75,-33.87,Sydney,151.21,1021.1,16.08,1476972000
1010,Sunny,27.07,0.76,-33.87,Sydney,151.21,1020.32,15.56,1476975600
1011,Sunny,27.07,0.8,-33.87,Sydney,151.21,1019.84,15.0,1476979200
1012,Sunny,27.07,0.83,-33.87,Sydney,151.21,1019.25,14.0,1476982800
1013,Sunny,27.07,0.78,-33.87,Sydney,151.21,1018.94,14.72,1476986400
1014,Sunny,27.07,0.83,-33.87,Sydney,151.21,1019.56,14.3,1476990000
1015,Sunny,27.07,0.82,-33.87,Sydney,151.21,1019.53,15.22,1476993600
1016,Sunny,27.07,0.65,-33.87,Sydney,151.21,1019.52,19.19,1476997200
1017,Rain,27.07,0.61,-33.87,Sydney,151.21,1018.96,20.47,1477000800
1018,Sunny,27.07,0.54,-33.87,Sydney,151.21,1018.24,21.89,1477004400
1019,Sunny,27.07,0.37,-33.87,Sydney,151.21,1017.56,25.91,1477008000
1020,Rain,27.07,0.51,-33.87,Sydney,151.21,1016.09,24.65,1477011600
1021,Sunny,27.07,0.48,-33.87,Sydney,151.21,1014.82,24.78,1477015200
1022,Sunny,27.07,0.42,-33.87,Sydney,151.21,1014.02,26.29,1477018800
1023,Rain,27.07,0.48,-33.87,Sydney,151.21,1012.79,24.88,1477022400
1024,Sunny,27.07,0.5,-33.87,Sydney,151.21,1012.13,24.63,1477026000
1025,Sunny,27.07,0.61,-33.87,Sydney,151.21,1011.3,23.31,1477029600
1026,Rain,27.07,0.57,-33.87,Sydney,151.21,1011.02,23.54,1477033200
1027,Sunny,27.07,0.61,-33.87,Sydney,151.21,1010.59,23.01,1477036800
1028,Sunny,27.07,0.72,-33.87,Sydney,151.21,1011.02,22.01,1477040400
1029,Rain,27.07,0.67,-33.87,Sydney,151.21,1010.82,22.18,1477044000
1030,Sunny,27.07,0.62,-33.87,Sydney,151.21,1011.75,22.56,1477047600
1031,Sunny,27.07,0.79,-33.87,Sydney,151.21,1011.9,19.27,1477051200
1032,Rain,27.07,0.75,-33.87,Sydney,151.21,1020.6,15.15,1477573200
1033,Sunny,27.07,0.71,-33.87,Sydney,151.21,1020.01,15.7,1477576800
1034,Sunny,27.07,0.62,-33.87,Sydney,151.21,1018.74,16.07,1477580400
1035,Rain,27.07,0.69,-33.87,Sydney,151.21,1019.11,15.65,1477584000
1036,Sunny,27.07,0.75,-33.87,Sydney,151.21,1018.62,15.18,1477587600
1037,Sunny,27.07,0.8,-33.87,Sydney,151.21,1017.92,14.27,1477591200
1038,Rain,27.07,0.79,-33.87,Sydney,151.21,1019.02,14.41,1477594800
1039,Sunny,27.07,0.76,-33.87,Sydney,151.21,1019.37,14.77,1477598400
1040,Sunny,27.07,0.68,-33.87,Sydney,151.21,1019.5,17.36,1477602000
1041,Rain,27.07,0.76,-33.87,Sydney,151.21,1020.45,15.69,1477605600
1042,Sunny,27.07,0.76,-33.87,Sydney,151.21,1020.9,16.14,1477609200
1043,Sunny,27.07,0.71,-33.87,Sydney,151.21,1020.02,18.49,1477612800
1044,Rain,27.07,0.67,-33.87,Sydney,151.21,1020.1,18.37,1477616400
1045,Sunny,27.07,0.64,-33.87,Sydney,151.21,1019.3,18.58,1477620000
1046,Sunny,27.07,0.68,-33.87,Sydney,151.21,1018.0,19.07,1477623600
1047,Rain,27.07,0.61,-33.87,Sydney,151.21,1018.25,19.11,1477627200
1048,Sunny,27.07,0.63,-33.87,Sydney,151.21,1018.05,18.99,1477630800
1049,Sunny,27.07,0.59,-33.87,Sydney,151.21,1017.08,19.98,1477634400
1050,Rain,27.07,0.61,-33.87,Sydney,151.21,1017.78,19.01,1477638000
1051,Sunny,27.07,0.67,-33.87,Sydney,151.21,1018.3,18.43,1477641600
1052,Sunny,27.07,0.69,-33.87,Sydney,151.21,1018.4,18.17,1477645200
1053,Rain,27.07,0.75,-33.87,Sydney,151.21,1019.51,17.83,1477648800
1054,Sunny,27.07,0.81,-33.87,Sydney,151.21,1019.85,17.5,1477652400
1055,Sunny,27.07,0.86,-33.87,Sydney,151.21,1019.32,17.22,1477656000
1056,Sunny,27.07,0.84,-33.87,Sydney,151.21,1017.2,17.51,1478178000
1057,Sunny,27.07,0.87,-33.87,Sydney,151.21,1016.62,16.99,1478181600
1058,Sunny,27.07,0.91,-33.87,Sydney,151.21,1016.08,15.97,1478185200
1059,Sunny,27.07,0.9,-33.87,Sydney,151.21,1015.6,15.81,1478188800
1060,Sunny,27.07,0.9,-33.87,Sydney,151.21,1015.12,15.24,1478192400
1061,Sunny,27.07,0.89,-33.87,Sydney,151.21,1014.92,14.21,1478196000
1062,Sunny,27.07,0.88,-33.87,Sydney,151.21,1014.88,14.38,1478199600
1063,Sunny,27.07,0.86,-33.87,Sydney,151.21,1015.26,15.64,1478203200
1064,Sunny,27.07,0.6,-33.87,Sydney,151.21,1015.46,20.06,1478206800
1065,Sunny,27.07,0.56,-33.87,Sydney,151.21,1014.88,21.27,1478210400
1066,Sunny,27.07,0.42,-33.87,Sydney,151.21,1014.36,24.37,1478214000
1067,Sunny,27.07,0.24,-33.87,Sydney,151.21,1013.96,26.63,1478217600
1068,Sunny,27.07,0.23,-33.87,Sydney,151.21,1012.68,27.61,1478221200
1069,Sunny,27.07,0.19,-33.87,Sydney,151.21,1011.32,28.86,1478224800
1070,Sunny,27.07,0.15,-33.87,Sydney,151.21,1010.44,30.1,1478228400
1071,Sunny,27.07,0.26,-33.87,Sydney,151.21,1009.21,28.46,1478232000
1072,Sunny,27.07,0.25,-33.87,Sydney,151.21,1008.53,28.29,1478235600
1073,Sunny,27.07,0.26,-33.87,Sydney,151.21,1008.26,27.4,1478239200
1074,Sunny,27.07,0.32,-33.87,Sydney,151.21,1007.68,26.47,1478242800
1075,Sunny,27.07,0.35,-33.87,Sydney,151.21,1007.95,25.29,1478246400
1076,Sunny,27.07,0.25,-33.87,Sydney,151.21,1008.32,24.96,1478250000
1077,Rain,27.07,0.26,-33.87,Sydney,151.21,1008.24,24.9,1478253600
1078,Sunny,27.07,0.3,-33.87,Sydney,151.21,1008.14,23.44,1478257200
1079,Sunny,27.07,0.34,-33.87,Sydney,151.21,1007.98,21.65,1478260800
1080,Rain,27.07,0.79,-33.87,Sydney,151.21,1010.79,19.3,1478782800
1081,Sunny,27.07,0.8,-33.87,Sydney,151.21,1009.83,19.07,1478786400
1082,Sunny,27.07,0.86,-33.87,Sydney,151.21,1009.26,17.68,1478790000
1083,Rain,27.07,0.81,-33.87,Sydney,151.21,1009.92,18.79,1478793600
1084,Sunny,27.07,0.84,-33.87,Sydney,151.21,1010.46,18.14,1478797200
1085,Sunny,27.07,0.87,-33.87,Sydney,151.21,1010.22,16.71,1478800800
1086,Rain,27.07,0.83,-33.87,Sydney,151.21,1010.86,17.38,1478804400
1087,Sunny,27.07,0.8,-33.87,Sydney,151.21,1011.75,18.06,1478808000
1088,Sunny,27.07,0.78,-33.87,Sydney,151.21,1012.06,18.81,1478811600
1089,Sunny,27.07,0.77,-33.87,Sydney,151.21,1011.86,18.89,1478815200
1090,Sunny,27.07,0.77,-33.87,Sydney,151.21,1011.61,18.98,1478818800
1091,Sunny,27.07,0.77,-33.87,Sydney,151.21,1011.33,19.08,1478822400
1092,Sunny,27.07,0.77,-33.87,Sydney,151.21,1011.01,19.19,1478826000
1093,Sunny,27.07,0.77,-33.87,Sydney,151.21,1010.66,19.31,1478829600
1094,Sunny,27.07,0.77,-33.87,Sydney,151.21,1010.28,19.43,1478833200
1095,Sunny,27.07,0.77,-33.87,Sydney,151.21,1009.88,19.56,1478836800
1096,Sunny,27.07,0.77,-33.87,Sydney,151.21,1009.46,19.69,1478840400
1097,Rain,27.07,0.77,-33.87,Sydney,151.21,1009.03,19.82,1478844000
1098,Rain,27.07,0.77,-33.87,Sydney,151.21,1008.57,19.96,1478847600
1099,Rain,27.07,0.77,-33.87,Sydney,151.21,1008.11,20.1,1478851200
1100,Rain,27.07,0.76,-33.87,Sydney,151.21,1007.65,20.24,1478854800
1101,Rain,27.07,0.76,-33.87,Sydney,151.21,1007.18,20.39,1478858400
1102,Rain,27.07,0.76,-33.87,Sydney,151.21,1006.71,20.53,1478862000
1103,Rain,27.07,0.76,-33.87,Sydney,151.21,1006.25,20.68,1478865600
1104,Sunny,27.07,0.68,-33.87,Sydney,151.21,1019.89,17.86,1479387600
1105,Sunny,27.07,0.74,-33.87,Sydney,151.21,1019.57,16.86,1479391200
1106,Sunny,27.07,0.7,-33.87,Sydney,151.21,1018.52,17.27,1479394800
1107,Sunny,27.07,0.78,-33.87,Sydney,151.21,1017.84,16.6,1479398400
1108,Sunny,27.07,0.79,-33.87,Sydney,151.21,1017.63,16.27,1479402000
1109,Sunny,27.07,0.76,-33.87,Sydney,151.21,1017.82,16.06,1479405600
1110,Sunny,27.07,0.82,-33.87,Sydney,151.21,1017.78,15.57,1479409200
1111,Sunny,27.07,0.79,-33.87,Sydney,151.21,1017.81,17.03,1479412800
1112,Sunny,27.07,0.58,-33.87,Sydney,151.21,1018.1,21.67,1479416400
1113,Sunny,27.07,0.52,-33.87,Sydney,151.21,1017.52,23.5,1479420000
1114,Sunny,27.07,0.43,-33.87,Sydney,151.21,1016.91,26.69,1479423600
1115,Sunny,27.07,0.26,-33.87,Sydney,151.21,1016.72,31.43,1479427200
1116,Sunny,27.07,0.34,-33.87,Sydney,151.21,1015.8,30.65,1479430800
1117,Sunny,27.07,0.31,-33.87,Sydney,151.21,1014.9,31.66,1479434400
1118,Sunny,27.07,0.25,-33.87,Sydney,151.21,1014.12,33.51,1479438000
1119,Sunny,27.07,0.29,-33.87,Sydney,151.21,1013.43,32.27,1479441600
1120,Sunny,27.07,0.29,-33.87,Sydney,151.21,1013.08,32.14,1479445200
1121,Sunny,27.07,0.25,-33.87,Sydney,151.21,1013.36,31.49,1479448800
1122,Rain,27.07,0.28,-33.87,Sydney,151.21,1013.31,30.25,1479452400
1123,Sunny,27.07,0.36,-33.87,Sydney,151.21,1013.81,28.34,1479456000
1124,Sunny,27.07,0.39,-33.87,Sydney,151.21,1014.36,26.21,1479459600
1125,Rain,27.07,0.36,-33.87,Sydney,151.21,1014.81,26.37,1479463200
1126,Sunny,27.07,0.4,-33.87,Sydney,151.21,1015.07,25.32,1479466800
1127,Sunny,27.07,0.43,-33.87,Sydney,151.21,1014.74,25.11,1479470400
1128,Rain,27.07,0.69,-33.87,Sydney,151.21,1013.72,16.24,1479992400
1129,Sunny,27.07,0.73,-33.87,Sydney,151.21,1013.28,15.87,1479996000
1130,Sunny,27.07,0.69,-33.87,Sydney,151.21,1012.54,15.46,1479999600
1131,Sunny,27.07,0.75,-33.87,Sydney,151.21,1012.25,14.66,1480003200
1132,Sunny,27.07,0.79,-33.87,Sydney,151.21,1012.04,14.16,1480006800
1133,Sunny,27.07,0.75,-33.87,Sydney,151.21,1011.94,14.29,1480010400
1134,Sunny,27.07,0.81,-33.87,Sydney,151.21,1012.27,14.01,1480014000
1135,Sunny,27.07,0.72,-33.87,Sydney,151.21,1012.66,15.83,1480017600
1136,Sunny,27.07,0.39,-33.87,Sydney,151.21,1012.76,19.21,1480021200
1137,Sunny,27.07,0.36,-33.87,Sydney,151.21,1012.88,20.59,1480024800
1138,Sunny,27.07,0.31,-33.87,Sydney,151.21,1012.92,22.32,1480028400
1139,Sunny,27.07,0.36,-33.87,Sydney,151.21,1013.32,22.82,1480032000
1140,Rain,27.07,0.3,-33.87,Sydney,151.21,1013.37,24.31,1480035600
1141,Sunny,27.07,0.34,-33.87,Sydney,151.21,1012.98,24.1,1480039200
1142,Sunny,27.07,0.41,-33.87,Sydney,151.21,1012.86,23.85,1480042800
1143,Sunny,27.07,0.45,-33.87,Sydney,151.21,1012.4,23.45,1480046400
1144,Sunny,27.07,0.45,-33.87,Sydney,151.21,1012.41,22.68,1480050000
1145,Sunny,27.07,0.49,-33.87,Sydney,151.21,1012.36,22.54,1480053600
1146,Sunny,27.07,0.59,-33.87,Sydney,151.21,1012.85,20.78,1480057200
1147,Sunny,27.07,0.61,-33.87,Sydney,151.21,1013.86,19.61,1480060800
1148,Sunny,27.07,0.57,-33.87,Sydney,151.21,1014.72,18.59,1480064400
1149,Rain,27.07,0.62,-33.87,Sydney,151.21,1015.82,18.68,1480068000
1150,Sunny,27.07,0.65,-33.87,Sydney,151.21,1016.41,18.12,1480071600
1151,Sunny,27.07,0.64,-33.87,Sydney,151.21,1016.44,16.91,1480075200
1152,Sunny,27.07,0.71,-33.87,Sydney,151.21,1007.04,21.14,1480597200
1153,Sunny,27.07,0.67,-33.87,Sydney,151.21,1006.53,20.76,1480600800
1154,Sunny,27.07,0.68,-33.87,Sydney,151.21,1006.64,20.89,1480604400
1155,Sunny,27.07,0.76,-33.87,Sydney,151.21,1006.43,19.43,1480608000
1156,Sunny,27.07,0.79,-33.87,Sydney,151.21,1006.59,19.21,1480611600
1157,Sunny,27.07,0.71,-33.87,Sydney,151.21,1007.04,18.46,1480615200
1158,Sunny,27.07,0.76,-33.87,Sydney,151.21,1007.62,18.11,1480618800
1159,Sunny,27.07,0.69,-33.87,Sydney,151.21,1008.09,19.86,1480622400
1160,Sunny,27.07,0.39,-33.87,Sydney,151.21,1008.64,25.56,1480626000
1161,Rain,27.07,0.39,-33.87,Sydney,151.21,1008.45,26.81,1480629600
1162,Sunny,27.07,0.3,-33.87,Sydney,151.21,1008.3,29.6,1480633200
1163,Sunny,27.07,0.17,-33.87,Sydney,151.21,1008.3,32.78,1480636800
1164,Sunny,27.07,0.17,-33.87,Sydney,151.21,1007.82,33.35,1480640400
1165,Sunny,27.07,0.17,-33.87,Sydney,151.21,1007.41,34.93,1480644000
1166,Sunny,27.07,0.17,-33.87,Sydney,151.21,1007.42,33.93,1480647600
1167,Rain,27.07,0.21,-33.87,Sydney,151.21,1007.64,32.62,1480651200
1168,Sunny,27.07,0.24,-33.87,Sydney,151.21,1008.0,31.12,1480654800
1169,Sunny,27.07,0.17,-33.87,Sydney,151.21,1008.7,32.52,1480658400
1170,Rain,27.07,0.25,-33.87,Sydney,151.21,1008.54,30.78,1480662000
1171,Sunny,27.07,0.24,-33.87,Sydney,151.21,1009.01,30.96,1480665600
1172,Rain,27.07,0.61,-33.87,Sydney,151.21,1009.92,24.82,1480669200
1173,Rain,27.07,0.59,-33.87,Sydney,151.21,1011.46,25.05,1480672800
1174,Sunny,27.07,0.73,-33.87,Sydney,151.21,1012.41,23.2,1480676400
1175,Rain,27.07,0.74,-33.87,Sydney,151.21,1013.0,23.17,1480680000
1176,Rain,27.07,0.51,-33.87,Sydney,151.21,998.77,25.36,1481202000
1177,Sunny,27.07,0.44,-33.87,Sydney,151.21,1000.64,21.74,1481205600
1178,Sunny,27.07,0.41,-33.87,Sydney,151.21,1002.7,20.79,1481209200
1179,Rain,27.07,0.41,-33.87,Sydney,151.21,1003.27,20.05,1481212800
1180,Sunny,27.07,0.44,-33.87,Sydney,151.21,1004.11,18.94,1481216400
1181,Rain,27.07,0.42,-33.87,Sydney,151.21,1005.46,18.27,1481220000
1182,Sunny,27.07,0.44,-33.87,Sydney,151.21,1006.32,18.17,1481223600
1183,Sunny,27.07,0.4,-33.87,Sydney,151.21,1007.48,18.46,1481227200
1184,Rain,27.07,0.37,-33.87,Sydney,151.21,1008.58,19.92,1481230800
1185,Rain,27.07,0.35,-33.87,Sydney,151.21,1008.19,20.38,1481234400
1186,Sunny,27.07,0.32,-33.87,Sydney,151.21,1008.46,21.43,1481238000
1187,Rain,27.07,0.25,-33.87,Sydney,151.21,1009.54,23.39,1481241600
1188,Sunny,27.07,0.25,-33.87,Sydney,151.21,1009.74,23.66,1481245200
1189,Sunny,27.07,0.22,-33.87,Sydney,151.21,1009.8,24.59,1481248800
1190,Sunny,27.07,0.15,-33.87,Sydney,151.21,1010.3,26.03,1481252400
1191,Sunny,27.07,0.21,-33.87,Sydney,151.21,1010.01,25.76,1481256000
1192,Sunny,27.07,0.35,-33.87,Sydney,151.21,1010.59,25.03,1481259600
1193,Sunny,27.07,0.4,-33.87,Sydney,151.21,1011.38,23.26,1481263200
1194,Sunny,27.07,0.48,-33.87,Sydney,151.21,1012.61,22.07,1481266800
1195,Sunny,27.07,0.52,-33.87,Sydney,151.21,1014.1,20.47,1481270400
1196,Sunny,27.07,0.52,-33.87,Sydney,151.21,1015.22,19.51,1481274000
1197,Rain,27.07,0.55,-33.87,Sydney,151.21,1016.68,19.02,1481277600
1198,Sunny,27.07,0.57,-33.87,Sydney,151.21,1017.8,18.78,1481281200
1199,Sunny,27.07,0.57,-33.87,Sydney,151.21,1018.02,17.88,1481284800
1200,Rain,27.07,0.93,-33.87,Sydney,151.21,1017.32,17.37,1481806800
1201,Sunny,27.07,0.92,-33.87,Sydney,151.21,1016.51,17.33,1481810400
1202,Sunny,27.07,0.95,-33.87,Sydney,151.21,1014.96,17.72,1481814000
1203,Rain,27.07,0.94,-33.87,Sydney,151.21,1014.57,17.61,1481817600
1204,Sunny,27.07,0.94,-33.87,Sydney,151.21,1013.5,17.61,1481821200
1205,Sunny,27.07,0.95,-33.87,Sydney,151.21,1013.18,17.72,1481824800
1206,Rain,27.07,0.93,-33.87,Sydney,151.21,1013.85,17.9,1481828400
1207,Sunny,27.07,0.95,-33.87,Sydney,151.21,1013.86,17.93,1481832000
1208,Sunny,27.07,0.97,-33.87,Sydney,151.21,1013.12,18.12,1481835600
1209,Rain,27.07,0.92,-33.87,Sydney,151.21,1013.22,18.56,1481839200
1210,Sunny,27.07,0.92,-33.87,Sydney,151.21,1012.72,18.64,1481842800
1211,Sunny,27.07,0.89,-33.87,Sydney,151.21,1012.06,19.56,1481846400
1212,Rain,27.07,0.91,-33.87,Sydney,151.21,1011.9,18.64,1481850000
1213,Sunny,27.07,0.92,-33.87,Sydney,151.21,1011.21,18.58,1481853600
1214,Sunny,27.07,0.88,-33.87,Sydney,151.21,1010.34,19.78,1481857200
1215,Rain,27.07,0.88,-33.87,Sydney,151.21,1009.36,20.03,1481860800
1216,Sunny,27.07,0.86,-33.87,Sydney,151.21,1009.01,20.21,1481864400
1217,Sunny,27.07,0.87,-33.87,Sydney,151.21,1008.36,20.69,1481868000
1218,Rain,27.07,0.88,-33.87,Sydney,151.21,1007.76,20.78,1481871600
1219,Sunny,27.07,0.85,-33.87,Sydney,151.21,1008.1,21.31,1481875200
1220,Sunny,27.07,0.86,-33.87,Sydney,151.21,1008.1,21.19,1481878800
1221,Rain,27.07,0.9,-33.87,Sydney,151.21,1008.25,20.57,1481882400
1222,Sunny,27.07,0.91,-33.87,Sydney,151.21,1008.51,20.58,1481886000
1223,Sunny,27.07,0.92,-33.87,Sydney,151.21,1008.42,20.59,1481889600
1224,Rain,27.07,0.66,-33.87,Sydney,151.21,1019.05,20.96,1482411600
1225,Sunny,27.07,0.68,-33.87,Sydney,151.21,1018.64,20.86,1482415200
1226,Sunny,27.07,0.68,-33.87,Sydney,151.21,1017.84,20.79,1482418800
1227,Rain,27.07,0.69,-33.87,Sydney,151.21,1017.98,20.62,1482422400
1228,Sunny,27.07,0.68,-33.87,Sydney,151.21,1017.79,20.73,1482426000
1229,Sunny,27.07,0.7,-33.87,Sydney,151.21,1017.66,20.4,1482429600
1230,Rain,27.07,0.68,-33.87,Sydney,151.21,1018.31,20.68,1482433200
1231,Sunny,27.07,0.67,-33.87,Sydney,151.21,1018.79,21.31,1482436800
1232,Sunny,27.07,0.55,-33.87,Sydney,151.21,1018.76,23.71,1482440400
1233,Rain,27.07,0.56,-33.87,Sydney,151.21,1019.12,23.55,1482444000
1234,Sunny,27.07,0.56,-33.87,Sydney,151.21,1018.88,23.53,1482447600
1235,Sunny,27.07,0.52,-33.87,Sydney,151.21,1018.04,24.78,1482451200
1236,Rain,27.07,0.55,-33.87,Sydney,151.21,1018.28,23.98,1482454800
1237,Sunny,27.07,0.55,-33.87,Sydney,151.21,1017.54,24.21,1482458400
1238,Sunny,27.07,0.45,-33.87,Sydney,151.21,1016.26,27.42,1482462000
1239,Rain,27.07,0.56,-33.87,Sydney,151.21,1016.25,24.51,1482465600
1240,Sunny,27.07,0.54,-33.87,Sydney,151.21,1015.54,24.63,1482469200
1241,Sunny,27.07,0.52,-33.87,Sydney,151.21,1014.16,25.83,1482472800
1242,Rain,27.07,0.61,-33.87,Sydney,151.21,1014.74,23.38,1482476400
1243,Sunny,27.07,0.66,-33.87,Sydney,151.21,1015.04,22.42,1482480000
1244,Sunny,27.07,0.68,-33.87,Sydney,151.21,1015.26,22.22,1482483600
1245,Rain,27.07,0.71,-33.87,Sydney,151.21,1016.14,21.52,1482487200
1246,Sunny,27.07,0.73,-33.87,Sydney,151.21,1016.41,21.41,1482490800
1247,Sunny,27.07,0.72,-33.87,Sydney,151.21,1016.3,21.59,1482494400
1248,Rain,27.07,0.57,-33.87,Sydney,151.21,1005.56,25.49,1483016400
1249,Sunny,27.07,0.58,-33.87,Sydney,151.21,1005.01,24.71,1483020000
